annotation,text_a,name
permission_statement,i understand that my physician surgeon may designate assistants associates residents interns technical assistants and other health care providers as deemed necessary to assist him her with the procedure s listed below,Copy of JFK Medical Center_Consent-for-Open-Heart-Surgery.txt
permission_statement,if any unforeseen condition should arise during the course of the procedure i do hereby authorize and request that the physician surgeon and such associates technical assistants and other health care providers take whatever steps necessary to perform whatever procedure s they deem advisable which may be in addition to or different from those now planned and have been discussed with me,Copy of JFK Medical Center_Consent-for-Open-Heart-Surgery.txt
permission_statement,these are the safety steps used to protecting your child and the dental staff please initial in front of each step showing your approval to be used on your child tell show do hand holding passive restraint positive reinforcement verbal praising props to help hold the mouth open voice control may raise lower voice or provide directions firmly,National Network for Oral Health Access_Consent-for-Safety-Steps.txt
permission_statement,i consent to the use and disclosure of medical information about me for treatment payment and health care operations as described in the hospital s notice of privacy practices,HallifaxHealth_Consent (1).txt
permission_statement,i consent to being photographer or filmed during the course of m operation or treatment,Copy of INOVA HEALTH SYSTEM_Surgery with Blood Consent.txt
permission_statement,if my doctor is unavailable or is unable to contact me for some reason i understand that no contact or exchange of information between the repository and me concerning my sample will be possible nor wil it be possible for me to request removal of my sample from the collection once it has been de identified and submitted,ic_adult.txt
permission_statement,i would would not like to have my doctor s name remain linked to my coded sample in the repository s records,ic_adult.txt
permission_statement,i hereby state that i have read and understand this consent form,Copy of Pediatric Dental of Idaho_consentform.txt
permission_statement,it may be given to governmental agencies in other countries where the study drug may be considered for approval,informed-consent-wirb.txt
permission_statement,this means that they may not use your genetic information when making decisions regarding insurability,informed-consent-wirb.txt
permission_statement,use language for a nuclear medicine scan if total dose to one individual across entire study is greater than 5 rem during this study you will have xx insert number and type of scan e g bone scan thyroid scan pet scan including body part to be imaged using a radioactive drug to produce an image of your insert body part to be imaged,informed-consent-wirb.txt
permission_statement,you will not receive any money or other benefits derived from any commercial products or other products that may be developed from the use of your specimens or options 3 if specimens will be provided to an outside entity such as the study sponsor any specimens e g tissue blood urine obtained for the purposes of this study will be provided to the sponsor of this study sponsor name optional,informed-consent-wirb.txt
permission_statement,if as a result of participation in this study you are initially diagnosed with hiv the results must be reported to the new york state department of health for contact tracing purposes,consent-mr.txt
permission_statement,to protect your identity we will give your specimen s a code number,consent-mr.txt
permission_statement,initial one 1 of the following options i consent to have my specimens used for future research studies,consent-mr.txt
permission_statement,i know enough about the purpose methods risks and benefits of the research study to decide that i want to take part in it,consent-mr.txt
permission_statement,if you give us information that you may hurt yourself insert language describing conditions user which you may break confidentiality,consent-mr.txt
permission_statement,we will make the mri report available to your doctor and if you want we will talk with your private physician or refer you to someone for follow up a11 will there be testing for hiv yes hiv testing will be done during this research study,consent-mr.txt
permission_statement,initial your choice below i consent to be contacted in the future to learn about new research protocols that i may wish to join,consent-mr.txt
permission_statement,i understand that by not having the recommended radiographs conditions may arise at any time in the future that could have been prevented detected earlier and treated more successfully and less expensive if the radiographs were taken,Cambridge_Xray_Refusal_Waiver.txt
permission_statement,your providers have outlined the reasons for inducing your labor,Henry_Ford_Induction.txt
permission_statement,date signed printed name of subject s legal representative birthdate of subject relationship of legal representative to subject subject s address subject s phone number optional i am ending my participation in this study because 1 leave lines 1 7 for spacing for stamping 2 3 4 please remove all of the instructions which appear in red before you save your document,Specimen Consent and RA comb - ICF-RA SPECIMEN BIOMED 09-26-13-1.txt
permission_statement,you may not withdraw information that we had before you told us to stop,Specimen Consent and RA comb - ICF-RA SPECIMEN BIOMED 09-26-13-1.txt
permission_statement,i confirm that i was present as a witness for the consent process for this study,ConsentandReleaseofInformationAuthorizationDocumentTemplate-PregnancyFollowUp.txt
permission_statement,by initialing i the parent managing conservator guardian am indicating that i have read understand the information included on this page,Oklahoma_Abortion_Parental_Consent_form.txt
permission_statement,by signing below i am indicating that i a understand that the doctor signing the physician declaration is going to perform an abortion on the minor which will end her pregnancy and result in the death of her unborn child b,Oklahoma_Abortion_Parental_Consent_form.txt
permission_statement,parental consent form for a minor seeking abortion parental statement i certify that i am the parent of name ofparent minor daughter name and give consent for to perform an abortion on my daughter,Oklahoma_Abortion_Parental_Consent_form.txt
permission_statement,your doctor may find it necessary to use instruments to scrape the uterus and make sure that the unborn child placenta and other contents of the uterus have been completely removed,Oklahoma_Abortion_Parental_Consent_form.txt
permission_statement,drug and medications i understand that antibiotics analgesics and other medications can cause allergic reactions such as redness and swelling tissue pain itching vomiting and or anaphylactic shock,SmileShapers_general_dentistry_informed_consent.txt
permission_statement,i understand that i have been diagnosed with a serious condition causing gum and bone inflammation and or loss and that the result could lead to the loss of teeth,SmileShapers_general_dentistry_informed_consent.txt
permission_statement,researchers who study your sample and information will not know who you are,ConsentFormExample texas.txt
permission_statement,furthermore our consent explains that in the event of a returnable result the participant will be contacted to find out if he she wants to learn more preserving the participant s right not to know,ConsentFormExample texas.txt
permission_statement,if a study like this is approved someone from this project will contact you,ConsentFormExample texas.txt
permission_statement,i agree that my child s genetic and health information may be released to scientific databases as described above,ConsentFormExample texas.txt
permission_statement,there is no limit on the length of time we will store your samples and information,ConsentFormExample texas.txt
permission_statement,we will not place any information from this project in your medical records,ConsentFormExample texas.txt
permission_statement,when you indicate that you wish to withdraw the information already collected from you and your child will be used in the study because they will not be able to remove it from the information they have gathered,HRP-585 - TEMPLATE PARENTAL PERMISSION DOCUMENT.txt
permission_statement,it will not be used in any presentations or publications,HRP-585 - TEMPLATE PARENTAL PERMISSION DOCUMENT.txt
permission_statement,the university of minnesota school of dentistry cleft palate craniofacial clinics vcfs digeorge clinic consent form re patient name authorization for receiving and sending reports i hereby grant permission to the staff of the cleft palate craniofacial clinics vcfs digeorge clinic to secure and or release such reports and information as they deem appropriate to contribute to the welfare of patient name authorization for photographs radiographs and transcriptions i hereby authorize to the cleft palate craniofacial clinics vcfs digeorge clinic to photograph record speech and take radiographs that are necessary for the diagnosis and or treatment of patient name and grant permission for their unidentified use for education and research purposes,_PHOTO RESEARCH_Copy of UMinnesota_cleft-and-craniofacial-clinics-consent-form.txt
permission_statement,no is it ok if we send your genetic information to one or more databases for future research circle one yes no signatures adjust the age 14 for the appropriate range e g age 14 to 17 to reflect inclusion criteria for teens in this study who would provide documented assent by signing the main consent form in addition to their parent s who provide parental permission for the teen,Clinical-Research-Consent-Form.txt
permission_statement,if you join this study we would give you name of product,Clinical-Research-Consent-Form.txt
permission_statement,we will not notify you every time your sample and information are used in a study,Beskow_Simplified-consent-English (1).txt
permission_statement,we may go on using them for research unless you decide to stop taking part in the biobank,Beskow_Simplified-consent-English (1).txt
permission_statement,i hereby authorize raymond c lackore md and or such associate s as he may select to administer medication in an attempt to help make my cervix soften dilate and thin out or efface in a process designed to simulate labor in pregnancy,ART & SCIENCE_Induction of labor.txt
permission_statement,informat ional use only surgical informed consent i hereby give permission to dr,Cambridge_Consent_oralsurgery6.txt
permission_statement,i understand that du ring t he endodont ic procedure certain risks ar e inher ent in t his techn ique,Cambridge_Consent_endodontics4.txt
permission_statement,knowing th ese risks and having my questions fully answered i consent to the endodontic root canal treatment recommended,Cambridge_Consent_endodontics4.txt
permission_statement,staff sign administered by route dose volume time rate staff sign administered by route dose volume started n i consent to the administration of blood blood products as may be found to be necessary during the course of my medical treatment this admission,Western Health_Blood Product Consent and Prescription form.txt
permission_statement,renewed consent is not required for this transfusion n tick if applicable started,Western Health_Blood Product Consent and Prescription form.txt
permission_statement,n i do not consent to the administration of blood blood products due to my religious cultural personal beliefs,Western Health_Blood Product Consent and Prescription form.txt
permission_statement,i authorize my medical information herein to be shared with my physicianlinsurance,Wellness_Group_INFLUENZA_CONSENT_FORM_INACTIVE.txt
permission_statement,medical records hippa privacy information i hereby acknowledge full and complete consent to and make request for an influenza vaccination,Wellness_Group_INFLUENZA_CONSENT_FORM_INACTIVE.txt
permission_statement,if my doctor is unavailable or is unable to contact us for some reason i understand that the repository wil not be able to contact us nor provide any information to us concerning my child s sample,ic_parent.txt
permission_statement,i understand that my child s sample will be used to create cell lines that will be added to the repository s collection,ic_parent.txt
permission_statement,no identified information will be passed to anyone outside the geisinger system,PGx-consent-v6.txt
permission_statement,if you do not want your genetic information in your medical record you should not participate in this study,PGx-consent-v6.txt
permission_statement,i accept the risks and hereby give my informed consent and voluntary request that the above physician s perform the proposed procedure,Halifax Health_surgicalconsent with blood.txt
permission_statement,i agree to accept blood donated by volunteers i agree to receive only blood that i have banked first,Halifax Health_surgicalconsent with blood.txt
permission_statement,i agree to have transfusions of blood and other blood products that may be necessary along with the procedure i am having,New York City Health and Hospitals Corporation_ConsentForm-PedsArterialLine.txt
permission_statement,i have read and understood the above information and hereby give my consent to receive blood transfusion,University Hospitals of Leicester_consent for blood tx.txt
permission_statement,include this statement if applicable otherwise delete it the principal investigator may also use and share the results of these tests and procedures to treat your child,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt
permission_statement,by signing this document you are authorizing this access,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt
permission_statement,the results of this study could be published or presented at scientific meetings lectures or other events but would not include any information that would let others know who your child is unless you give separate permission to do so,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt
permission_statement,your child s information will be available should an emergency arise that would require the treating physician to know this information to best treat your child,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt
permission_statement,can you change your mind you may withdraw your permission for the use and disclosure of any of your child s protected information for research but you must do so in writing to the principal investigator at the address on the first page,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt
permission_statement,i hereby consent and authorize dr,Halifax_Health_surgicalconsent_with_blood.txt
permission_statement,l directed donors you may also ask friends and family members to donate blood for you,Halifax_Health_surgicalconsent_with_blood.txt
permission_statement,if during the course of this procedure any additional or different procedures become necessary in the professional opinion of my physician s including those involving radiology or pathology i authorize and consent to the performance of such procedures,Halifax_Health_surgicalconsent_with_blood.txt
permission_statement,if you need replacement of the liquid portion of the blood you may be given intravenous fluids,Halifax_Health_surgicalconsent_with_blood.txt
permission_statement,i give my consent to ucsf student health service to administer the vaccine s checked below signature date provider s order administer one dose of each required vaccine according to dose noted below and consistent with current manufacturer s instructions,University of California San Francisco_Immunization Consent Form.txt
permission_statement,we may publish the results of this research,HRP-502a - TEMPLATE CONSENT DOCUMENT.txt
permission_statement,when subjects will be paid add if you agree to take part in this research study we will pay you indicate amount for your time and effort,HRP-502a - TEMPLATE CONSENT DOCUMENT.txt
permission_statement,signature block for capable adult your signature below documents your permission to take part in this research and to the use and disclosure of your protected health information,HRP-502a - TEMPLATE CONSENT DOCUMENT.txt
permission_statement,neither you nor the study doctor will choose what study treatment you get,HRP-502a - TEMPLATE CONSENT DOCUMENT.txt
permission_statement,compliance with the law is required if the research involves the research use of genetic testing this includes dna profile analysis to diagnose the presence of a genetic variation linked to a predisposition meaning that the subject is asymptomatic to a genetic disease or disability in the subject or the subject s offspring add the following statements a statement whether samples will be used for future genetic tests a statement indicating that the individual may wish to obtain professional genetic counseling before signing the informed consent a statement that a positive test result is an indication that the individual may be predisposed to or have the disease or condition being tested for and may wish to consider further independent testing consult their physician or pursue genetic counseling a general description of the disease or condition being tested for the level of certainty if any that a positive test result for a disease or condition serves as a predictor of such disease,HRP-502a - TEMPLATE CONSENT DOCUMENT.txt
permission_statement,irb 08 007049 00 consent form approved july 16 2015 page 1 of 11 mc1552rev0803 this consent valid through july 15 2016,mayo clinic biobank consent.txt
permission_statement,the researcher can destroy the leftover samples or return them to mayo clinic,mayo clinic biobank consent.txt
permission_statement,rti ci pa you are being asked to give samples and information to the mayo clinic biobank which will be used by many different researchers for many different studies,mayo clinic biobank consent.txt
permission_statement,biobank staff cannot get back samples or medical information that have been shared with other research institutions and 3 biobank staff will stop using your medical information if you ask us to but we will not be able to remove existing information from our databases,mayo clinic biobank consent.txt
permission_statement,ci pa none of the samples you give to the biobank will be stored with your name address mayo clinic number birth date or social security number on them,mayo clinic biobank consent.txt
permission_statement,you can have your remaining samples destroyed and tell researchers to stop using your personal medical information,mayo clinic biobank consent.txt
permission_statement,the biobank is a resource meant to serve the mayo clinic community for years and there are no plans for it to end,mayo clinic biobank consent.txt
permission_statement,no personal information such as your name address and telephone number will be allowed to leave mayo clinic,mayo clinic biobank consent.txt
permission_statement,since a lot of people at many institutions will have access to the biobank we cannot guarantee that your information will be kept private,mayo clinic biobank consent.txt
permission_statement,the certificate of confidentiality allows mayo clinic to refuse to release your personal medical information or samples even if a court orders mayo clinic to do so,mayo clinic biobank consent.txt
permission_statement,if my injury is workrelated i authorize the hospital to release any information from my medical records to my employer and or its designee,NCSC_patient-consent-on-Admission (1).txt
permission_statement,the above information will be called authorized information throughout the rest of this authorization,NCSC_patient-consent-on-Admission (1).txt
permission_statement,i further acknowledge that all physicians furnishing services including but not limited to radiologist pathologist anesthesiologist consultants and assistants to the physician are independent contractors and not employees of the hospital,NCSC_patient-consent-on-Admission (1).txt
permission_statement,the authorized information will be used by the physician performing my surgery and by other individuals as determined by my physician,NCSC_patient-consent-on-Admission (1).txt
permission_statement,here are just a few of the steps they will take 1 when your sample s is sent to the researchers no information identifying you such as your name will be sent,NCI_IC_Template.txt
permission_statement,the insert type of scan e g pet ct that you will receive in this study will expose you to low amounts of radiation,NCI_IC_Template.txt
permission_statement,samples or related information that have already been given to or used by researchers will not be returned,NCI_IC_Template.txt
permission_statement,you may be asked sensitive or private questions which you normally do not discuss for randomized studies only the study drug s study approach may not be better and could possibly be worse than the usual approach for your cancer,NCI_IC_Template.txt
permission_statement,all of my questions have been answered to my satisfaction and i consent to the treatment and procedures prescribed for the patient on the treatment plan,_PHOTO RESEARCH_Copy of Triangle_Form-Request and Consent for Dental Treatment_ENGLISH.txt
permission_statement,this test requires dna most often provided from a sample of blood,Copy of Illumina_Patient Informed Consent.txt
permission_statement,patient consent i agree to cooperate with dr,Durango_Extraction-Consent.txt
permission_statement,matilda international hospital consent for surgical invasive procedure 0r blood transfusion form cmpc5 1 1 patient label 1 a or b i the patient hereby voluntarily give my consent to undergo the procedure of to be performed by dr,Matilda_International_Hospital_Consent_for_Surgica.txt
permission_statement,i understand the benefits and risks of gardasil hpv cervical cancer vaccine vaccination and request that vaccine be given to me or the person named below whom i am authorized to sign for,Immunize_LA_gardasil_hpv_consent_and_information.txt
permission_statement,i hereby give my permission to proceed with the periodontal therapy,Cambridge_Consent_periodontaltherapy.txt
permission_statement,this consent form authorizes the administration of multiple doses of a vaccine if medically indicated,Onconto County WI_Vaccine Consent Form.txt
permission_statement,ct scan you will have a computed tomography ct or computerized axial tomography cat scan of your done in order to check,CF-Template_Biomed.txt
permission_statement,if screening procedures are described above separately during the main part of the study if the screening exams tests or procedures show that you can continue to be in the study and you choose to continue this is what will happen next list tests and procedures as appropriate,CF-Template_Biomed.txt
permission_statement,print name of witness and thumb print of participant signature of witness date day month year statement by the researcher person taking consent i have accurately read out the information sheet to the potential participant and to the best of my ability made sure that the participant understands that the following will be done 1 2,InformedConsent-clinicalstudies.txt
permission_statement,we will also ask you a few questions about your general health and measure how tall you are and how much you weigh,InformedConsent-clinicalstudies.txt
permission_statement,if you do not want your samples to be shared with other researchers in the future please initial the no,Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt
permission_statement,in addition to your name other information about you might be connected to your blood tissue sample,Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt
permission_statement,consent to take part in this genetic research and authorization for the collection use and disclosure of health information,Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt
permission_statement,if you agree to provide us with a sample it becomes the property of,Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt
permission_statement,if you decide that you no longer wish for the specimens to be stored you should contact the researchers on the front page of this form,Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt
permission_statement,i understand that i may revoke this consent in writing at any time,Cornman_PatientConsentForm.txt
permission_statement,by signing this form i authorize the use of my sample to obtain results for tests indicated above,Avera_Informed-Consent-Pharmacogenetics.txt
permission_statement,receipt of this document ensures that my specimen will be destroyed upon completion of the testing for which it was obtained,Avera_Informed-Consent-Pharmacogenetics.txt
permission_statement,you may opt out of release of these incidental findings should you not wish to know,Copy of UTSouthwestern_patient-consent-for-ngs-form.txt
permission_statement,i consent to the use of my dna sample for research purposes,Copy of UTSouthwestern_patient-consent-for-ngs-form.txt
permission_statement,i agree to have the molecular genetic testing,Copy of UTSouthwestern_patient-consent-for-ngs-form.txt
permission_statement,you may refuse to submit your specimen for use in this way and may withdraw your consent at any time by contacting the laboratory medical director,Copy of UTSouthwestern_patient-consent-for-ngs-form.txt
permission_statement,you do not give up any legal rights by signing this form,CONSENT- SHORT FORM.txt
permission_statement,i certify that all of the information contained in the regular detailed approved consent document was provided including both the consent and the authorization to use and disclose protected health information,CONSENT- SHORT FORM.txt
permission_statement,if you experience a research related injury please contact name s phone number s,Informed Consent Document_Biomedical Template.txt
permission_statement,final y the researcher is not prevented from taking steps including reporting to appropriate authorities to prevent serious harm to yourself or others,Informed Consent Document_Biomedical Template.txt
permission_statement,will you keep my name on file to give to others we wil keep information about you in a special kind of computer listing cal ed a registry,Informed Consent Document_Biomedical Template.txt
permission_statement,yes no i give you permission to put my name and personal information in a registry so that other researchers can contact me in the future about different research studies,Informed Consent Document_Biomedical Template.txt
permission_statement,if this informed consent document wil be placed in the subject s uihc medical record that should be mentioned,Informed Consent Document_Biomedical Template.txt
permission_statement,a registry keeps information about you on file so that other researchers not involved in this particular study may contact you in the future about whether you are interested in being in different research studies,Informed Consent Document_Biomedical Template.txt
permission_statement,however we may stil use your health information that was col ected before withdrawing your permission,Informed Consent Document_Biomedical Template.txt
permission_statement,i consent to my samples being saved for future research,HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1).txt
permission_statement,by signing this document you are authorizing this access,HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1).txt
permission_statement,you do not waive any liability rights for personal injury by signing this form,HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1).txt
permission_statement,what happens to my information collected for the research to the extent allowed by law we limit your personal information to people who have to review it,HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1).txt
permission_statement,i agree to proceed with the recommended root canal therapy,Cambridge_Consent_endodontics1.txt
permission_statement,if you decide to take part in this research you should sign your name below,Assent-Template-12-17-years-of-age-03-12-2012.txt
permission_statement,i agree to participate in the study,informed-consent-biomedical.txt
permission_statement,placebo during this study there is a xx chance that you will receive a placebo,informed-consent-biomedical.txt
permission_statement,my tissue data will be stored in a way that does does not directly identify me,informed-consent-biomedical.txt
permission_statement,signature block for capable adult your signature below documents your permission to take part in this research and to the use and disclosure of your protected health information,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,even if you withdraw your permission the principal investigator for the research study may still use the information that was already collected if that information is necessary to complete the research study,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,will you be able to access your records use this paragraph for blinded studies or other studies where access will be denied in order to protect the integrity of the research otherwise delete it during your participation in this study you will not be able to access your medical records,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,your health information may still be used or shared after you withdraw your authorization if you should have an adverse event a bad effect from being in the study,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,you will have access to your medical record and any study information that is part of that record when the study is over or earlier if possible,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,by signing this document you are authorizing this access,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt
permission_statement,in some cases the fractured may have to be removed but it is possible to save the remaining roots,Tischler_FixedProsthodontocsTx.txt
permission_statement,i understand that if i choose a cosmetic upgrade my insurance may not cover the cost of the procedure,Sunrise_Crown+Choice+Consent.txt
permission_statement,i understand that by signing below i am requesting and authorizing the procedure s to be performed on my child and i have read and understand the possible risks and complications of the procedure s,Sunrise_Crown+Choice+Consent.txt
permission_statement,this consent form authorizes the administration of multiple doses of a vaccine if medically indicated,Onconto_County_WI_Vaccine_Consent_Form.txt
permission_statement,if the study involves special procedures for termination of treatment e g orderly withdrawal from drug treatment or potential dangers of terminating treatment e g on implanted device studies investigators should edit the boilerplate text under question 7 1 as appropriate and be sure to describe the termination risks and procedures under question 7 2,IRB med template.txt
permission_statement,do not delete the last paragraph by signing this form you do not give up your right to seek payment if you are harmed as a result of being in this study,IRB med template.txt
permission_statement,there are many reasons why the researchers may need to end your participation in the study,IRB med template.txt
permission_statement,the subject consents or assents to participate in the study by signing on the signature line,IRB med template.txt
permission_statement,consent assent to participate in the research study,IRB med template.txt
permission_statement,other options 6 1 if i decide not to take part in this study what other options do i have page 6 of 19 consent subtitle,IRB med template.txt
,,TAMU - HRPP Informed consent.txt
,,Potomac Primary Care_flu-consent-form.txt
,,OSU_Scheduled_Delivery_Consent.txt
,,consent_biorepository_12-19-14.txt
,,Cambridge_Consent_endodontics2.txt
,,Northwest_Missouri_State_University_Vaccination_Co.txt
,,UIowa_Patient-Treatment-Consent-Agreement.txt
,,Biomed_child_assent_UCSD.txt
,,DHHS_TANSANIA_HPV_Consent.txt
,,HMH - Biobanking-Genetic Research.txt
,,National Network for Oral Health Access_Discussion-and-Refussal-of-Treamtent-English.txt
,,Cambridge_Consent_oralsurgery1.txt
,,University_of_California_San_Francisco_Immunizatio.txt
,,Cambridge_Consent_bisconsentform06.txt
,,The American College of Surgeons_Lap Choly-Comprehensive Form.txt
,,University of Nebraska_consent-hereditarycancer.txt
,,Sunrise_Oral+Conscious+Sedation+Consent.txt
,,Copy of SA Pathology_Genomic-Testing-Form-PUB-0490-v2.txt
,,HRP-507 Assent Ages 13-17.txt
,,Alliance Medical_MRI Patient Safety Consent form.txt
,,Vitalis_natropath_consent_to_treat.txt
,,Scott and White Healthcare_Arterial Line Consent.txt
,,Health Village Imaging_MRI Consent From.txt
,,BROOKLYNPERIODONTICS_Consent for Consult.txt
,,Dentistry for Children _ Adolescents_ParentLegalGuardianConsentForm20180220.txt
,,The American College of Surgeons_CVC Catheter-Consent Only.txt
,,Schwieterman Pharmacies_consent-form-hpv-gardasil-9-2015_1.txt
,,Attestation_Form-6_14.txt
,,Cambridge_Consent_Crown_Lengthening_Surgery.txt
,,National Network for Oral Health Access__Endodontic-Consent-Form.txt
,,Consent and Authorization Document for Minimal Risk Research Template2 (1).txt
,,Viginia_Department_of_Health_FluVac16.txt
,,THE VALLEY HOSPITAL_Surgical Consent Form.txt
,,EpicVascular_InformedConsent.txt
,,Emory_BioMed_ICFHIPAA_Template.txt
,,Tischler_ConsentForExtraction.txt
,,ParentLAR.txt
,,Cambridge_Consent_crownandbridge.txt
,,Copy of Reboot Center_Consent-Form.txt
,,St. Josephs_General Consent Form - English (2).txt
,,Eng-Short-Form.txt
,,Tischler_Periodontal_Tx_SCRP.txt
,,JFK_Medical_Center_Consent-for-Open-Heart-Surgery.txt
,,GenericConsent_ProcedureAndOptionalTissueResearch_All-diagrams_Redacted.txt
,,2007-5832_Biopsy_Consent_12-10-08.txt
,,PeachTree_Consent For OS Using IV Sed-Gen Anesth.txt
,,ICS Short Form ENG.txt
,,223 - short-form-consent.txt
,,Cambridge_Consent_endodontics3.txt
,,Blank_eIRB_ConsentFormTemplate_(Adults)9-11-2013.txt
,,Trident_consent-to-perform-dentistry.txt
,,National Jewish Health_Informed-Consent-for-Genetic-Testing.txt
,,University_of_Colorado_Health_Informed-Consent-for.txt
,,TAMU - Minor Assent Form.txt
,,Copy of OrthopaedicSurgeryProcedureWithPhotoConsent_Redacted.txt
,,Consent-and-Authorization-Forms-Clinical-8-12-2014.txt
,,Health Images_MRI-Consent-Form.txt
,,optional-procedure-language-for-data-specimen-banking.txt
,,Cambridge_Consent_oralsurgery2.txt
,,They_Physician_Network_Varicella_Immunization_Cons.txt
,,CF-Template_Biomed_PermissionParent.txt
,,Highland Hospital_Device Implant Consent.txt
,,ScoliosisCorrection_Redacted.txt
,,GenericConsent_ProcedureOnly_All-diagrams_Redacted.txt
,,Rite Aid_Vaccine Screening and Consent Form.txt
,,Repository1.txt
,,OxfordCounty_HPV_Vaccine_Consent_Form.txt
,,Sunrise_exam+consent.txt
,,Adult_ICF_Non-CE.txt
,,Illinois_Parental Consent Dental.txt
,,Murray Hill_MRI Patient Questionnaire.txt
,,icmodel.txt
,,MRI_TEM-C4 (1).txt
,,_RESTRICTION_Copy of Emory Genetics Laboratory_molecular-testing-consent-form.txt
,,Standford Hospital and Clinics_consentfortransfusion-nonsurgical.txt
,,NZBLOOD_NEW ZEALAND_Consent-for-Use-of-Blood-Products.txt
,,Providence HC_Consent for Transfusion of Blood and or Blood Products.txt
,,IUD(IntrauterineDevice)Insertion_Redacted.txt
,,Vitalis_natropath consent to treat.txt
,,HallifaxHealth_Consent.txt
,,NHS_United Kingdom_HPV Vaccine Consent Form (1).txt
,,SUSampCons-dc.txt
,,Kent Community Health_Childhood-flu-consent-form-2017-18.txt
,,Kings Daughters Medical Center Clinic_6th grade physicals vaccine consent.txt
,,pediatric_CCGP_consent.txt
,,Cambridge_Consent_oralsurgery3.txt
,,Parental-Permission-Form-6-12-2017 (1).txt
,,New York City Health and Hospitals Corporation_ConsentForm-CentralVenousCatheter.txt
,,Seattle_Health_acupuncture_consent_form.txt
,,Copy of NHS_United Kingdom_Investigation or Treatment.txt
,,RCMelbourne_Procedural Consent Form_April 2016 Final.txt
,,_RESTRICTION_Copy of Invitae_ Genetic Testing Patient-Consent.txt
,,Assent-7-11.txt
,,Informed consent for sample storage.txt
,,Radnet_MRI-History-Consent.txt
,,States of Guernsey_HPV consent.txt
,,TopPICC_consent+form2.txt
,,Copy of University of Nebraska_consent-hereditarycancer.txt
,,Cedars Sinai_MRI-Pregnancy-Consent.txt
,,t502a_icf_consent_form_v2016-07_0.txt
,,Stanford_immunization_consent_form.txt
,,KINGS_COUNTY_HOSPITAL_CENTER_DNRConsentPolicyKCH.txt
,,National Network for Oral Health Access_Patient-Management-Techniques-English.txt
,,National Network for Oral Health Access_Child-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH.txt
,,HSBS_Template_ConsentClinical.txt
,,Biomed_consent_UCSD_new.txt
,,Cambridge_Consent_dentures1.txt
,,National Network for Oral Health Access_Consent-SDF-SFDPH-Eng.txt
,,OSU-WIRBConsentTemplate_09302014.txt
,,BROOKLYNPERIODONTICS_Consent for surgicalconsent.txt
,,MinorAssentForm030708.txt
,,TAMU - Waiver of PHI Authorization Form.txt
,,Childrens National 7-11 Affidavit_English.txt
,,Short_Form_Consent-English_from_website_rev10-21-2013.txt
,,Queensland_AUSTRALIA_Immunization_Consent_Form_HPV_001.txt
,,CHC_Admission Consent Form 01.16.17.txt
,,Madison VA Hospital_TemplateVAConsentFormrevisions2013-August.txt
,,HUD Consent and Authorization Document Template3.txt
,,Cleveland Clinic - General Informed Consent.txt
,,Cambridge_Consent_endodontics5.txt
,,PhysicalrisktemplateplusHIPAA_zeroinstructions5-31-17.txt
,,Cambridge_Consent bonegraft.txt
,,Molecular Imaging_MRI_Consent.txt
,,The_American_College_of_Surgeons_Lap_Choly-Compreh.txt
,,CHOA_ICFHIPAA_Template.txt
,,National Network for Oral Health Access_Adult-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH.txt
,,Copy of St. Josephs_General Consent Form - English.txt
,,blood-draw-consent.txt
,,Cambridge_Consent_endodontics7.txt
,,t503a_final_ua-bh_icf_hipaa_v2016-10.txt
,,Cambridge_Consent_oralsurgery4.txt
,,ConsentandAuthorizationDocument-Template.txt
,,Copy of University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221.txt
,,Northwestern-PGx-Physician-Consent-Revised-011113.txt
,,Regional Blood Service_GHANA_ Blood Consent-Form.txt
